,Name,Place_name,Description,Link
957,"Madikeri, Karnataka - A picturesque getaway down south", 11. Chelavara Falls,"Chelavara Falls is one of the most enchanting falls in Coorg, Karnataka. These vigorous falls gush down from a height of 150 feet on a rock shaped like a tortoise. Therefore, this fall is also known as Embepare in local language which means ""tortoise rock"" in daily language. This huge volu...",https://www.holidify.com/places/madikeri/chelavara-falls-sightseeing-2666.html
958,"Madikeri, Karnataka - A picturesque getaway down south", 12. Cauvery Nisargadhama,"One of the most enjoyable picnic spots in the area, this one comes with a deer park, peacock park, rabbit park and the river running through the island's heart. One can also enjoy boating and a dip into the river here. This is a must-visit area in Madikeri, especially if you are with kids.",https://www.holidify.com/places/madikeri/cauvery-nisargadhama-sightseeing-2665.html
959,"Madikeri, Karnataka - A picturesque getaway down south", 13. Chettali,"Located on the Madikeri-Siddapur Road, Chettali is a small village blessed with lush greenery and misty hills surrounding it. The Cherala bhagavathy temple here also attracts tourists and devotees.",https://www.holidify.com/places/coorg/chettali-sightseeing-1604.html
960,"Madikeri, Karnataka - A picturesque getaway down south", 14. Galibeedu Trek,"Located at a distance of 12 kms from the town of Madikeri in the Coorg district of Karnataka, Galibeedu is a small trekking destination hidden away from the world. The 14 kms long trek is as thrilling as it can get with tiny streams flowing through it in picturesque surroundings; and offers a divers...",https://www.holidify.com/places/madikeri/galibeedu-trek-sightseeing-124432.html
961,"Madikeri, Karnataka - A picturesque getaway down south", 15. Bhagamandala,"Bhagmandala temple is situated where the Cauvery river is meets the two tributaries Kanake and Sujyoti. Built in Kerala style architecture, it is dedicated to multiple deities.",https://www.holidify.com/places/coorg/bhagamandala-sightseeing-1600.html
962,"Madikeri, Karnataka - A picturesque getaway down south", 16. Dubare Elephant Training Camp,This training camp carries out training of wild elephants by the forest department along with the help of the local tribal communities. Elephant rides can be enjoyed by the visitors along with opportunities to scrub and feed the elephants.,https://www.holidify.com/places/dubare/elephant-training-camp-sightseeing-1787.html
963,"Madikeri, Karnataka - A picturesque getaway down south", 17. Mandalpatti,"Overlooking the grassy knolls of Pushpagiri forests in the Western Ghats, Mandalpatti is a spectacular and unique vantage point in Madikeri, Karnataka. Huddled at an altitude of 1800 m, the spot is especially famous for the view it offers at sunrise and sunset.",https://www.holidify.com/places/coorg/mandalpatti-sightseeing-124113.html
964,"Madikeri, Karnataka - A picturesque getaway down south", 18. City Shopping,"While in the area, get your hands on locally grown coffee and spices to take back home.",https://www.holidify.com/pages/shopping-in-coorg-392.html
965,"Madikeri, Karnataka - A picturesque getaway down south", 19. Beans 'n' Brews Cafe,"Beans 'n' Brews Cafe is one of the most popular cafes in Madikeri where you can have amazing food with a scintillating view. The must try items on the menu include the many varieties of gourmet teas, delicious coffee and not to forget the very tasty desserts. You should definitely stop by the cafe i...",https://www.holidify.com/places/madikeri/beans-n-brews-cafe-sightseeing-1254388.html
966,"Bir, Himachal Pradesh", 1. Paragliding in Bir Billing,"Known as the Paragliding capital of India, Bir attracts adventure-seekers from throughout the country and the world. Hence, some of the best time that you might spend here might be with your feet in the air.",https://www.holidify.com/places/bir/paragliding-sightseeing-1445.html
967,"Bir, Himachal Pradesh", 2. Hand gliding,"Another adventure sport which majorly attracts adventure seekers from all over the country, hand gliding is a popular sport which requires training for participation. Billing(14 km) is the launch pad for the hand gliders and Bir is the landing site.",https://www.holidify.com/places/bir/hand-gliding-sightseeing-1443.html
968,"Bir, Himachal Pradesh", 3. Nature Walks and meditation at Sherab Ling Monastery,"The natural beauty of this little town, with a colorful Tibetan influence can be taken in and truly experienced by talking walks around the place.",https://www.holidify.com/places/bir/nature-walks-and-meditation-at-sherab-ling-monastery-sightseeing-1444.html
969,"Bir, Himachal Pradesh", 4. Bir Road,"There is a modest yet colorful culture of shopping in Bir, with a handful of local markets with much of the everyday hustle-bustle.",https://www.holidify.com/places/bir/bir-road-sightseeing-1438.html
970,"Bir, Himachal Pradesh", 5. Tibetan Colony,The Tibetan colony is famous for a number of handicrafts sold here as well as local Tibetan food.,https://www.holidify.com/places/bir/tibetan-colony-sightseeing-1446.html
971,"Bir, Himachal Pradesh", 6. Bir Tea Factory,"This cooperative located near the Bir Bazaar, is another tourist spot in the area.",https://www.holidify.com/places/bir/bir-tea-factory-sightseeing-1439.html
972,"Bir, Himachal Pradesh", 7. Chokling Monastery,This is one of the most popular monasteries in Bir and houses a grand and huge stupa as well as an enthralling statue of Padmasambhava. This monastery is located in the Bir Tibetan colony.,https://www.holidify.com/places/bir/chokling-monastery-sightseeing-1440.html
973,"Bir, Himachal Pradesh", 8. Dharmalaya Institute,"The institute is an eco-campus where one can volunteer for a number of environmental programmes such as organic farming, sustainable village development, green building etc as well as a number of recreational activities like meditation and yoga.",https://www.holidify.com/places/bir/dharmalaya-institute-sightseeing-1442.html
974,"Bir, Himachal Pradesh", 9. Deer Park Institute,"The Deer Park Institute is a centre for the study of classical Indian wisdom traditions where you can enroll in programs on meditation, philosophy, art and culture, Yoga and healing arts, Buddhism and more.",https://www.holidify.com/places/bir/deer-park-institute-sightseeing-1441.html
975,"Bhandardara, Maharashtra", 1. Umbrella Falls,The Umbrella Falls are the falls formed under the Wilson Dam and the force by which the water falls on the naturally placed rocks that gives an impression of an umbrella.,https://www.holidify.com/places/bhandardara/umbrella-falls-sightseeing-4183.html
976,"Bhandardara, Maharashtra", 2. Wilson Dam,"The Wilson Dam, built on Pravara river in 1910 is the largest earthen dam in India which speaks of the engineering excellence of those days. The base of the dam has a garden that boasts of thick greenery, huge trees and little streams.",https://www.holidify.com/places/bhandardara/wilson-dam-sightseeing-4184.html
977,"Bhandardara, Maharashtra", 3. Kalsubai Peak,"Mt. Kalsubai is the highest peak of the Sahyadri Ranges. The view of this majestic mountain is an amazing sight in Bhandardara. It is also known as the Everest of Maharashtra, as it is the highest peak in the state.",https://www.holidify.com/places/bhandardara/kalsubai-peak-sightseeing-4180.html
978,"Bhandardara, Maharashtra", 4. Randha Falls,"Another waterfall attraction in Bhandardara is the Randha Falls of the Pravara river. The clear water of the Pravara river ferociously falls from a height 170ft into a magnificent ravine. However, this waterfall is only attractive in the monsoons.",https://www.holidify.com/places/bhandardara/randha-falls-sightseeing-4181.html
979,"Bhandardara, Maharashtra", 5. Ratanwadi Village,Ratanwadi is a village near Bhandardara of the Kalsubai peak in Maharashtra that houses the famous Ratangad fort and the popular Shiva temple called Amruteshwar.,https://www.holidify.com/places/bhandardara/ratanwadi-village-sightseeing-4182.html
980,"Bhandardara, Maharashtra", 6. Arthur Lake,"Surrounded by the lush mountains of Sahyadri ranges, Arthur lake is a quaint little pool that gets its water from the Pravara river. It is a serene place to unwind and soak in the natural beauty.",https://www.holidify.com/places/bhandardara/arthur-lake-sightseeing-4179.html
981,"Bhandardara, Maharashtra", 7. Agatsya Rishi Ashram,This age-old ashram finds its mention in the mythological text of Ramayana. It is said that Lord Ram and his brother Lakshman came to seek the blessings of Agastya Rishi who gave Lord Ram an arrow to defeat Ravana.,https://www.holidify.com/places/bhandardara/agatsya-rishi-ashram-sightseeing-4178.html
982,"Yelagiri, Tamil Nadu - The Call of the Hills", 1. Yelagiri Adventure Camp,"Yelagiri adventure camp has recently been started by the Tamil Nadu government in order to promote adventure activities at the hill station. The endeavor to make Yelagiri an attractive tourist spot includes, mountain climbing, trekking, hiking and even paragliding.",https://www.holidify.com/places/yelagiri/yelagiri-adventure-camp-sightseeing-6192.html
983,"Yelagiri, Tamil Nadu - The Call of the Hills", 2. Jalagamparai Falls,Going to the waterfall requires a 5 km trek. But the trek is well worth it. The Attaru river flows through Yelagiri and the breaks into a beautiful fall from the mountain rocks.,https://www.holidify.com/places/yelagiri/jalagamparai-falls-sightseeing-6183.html
984,"Yelagiri, Tamil Nadu - The Call of the Hills", 3. Nature park,"Nature park, a famous and alluring hill station in Yelagiri in Tamil Nadu is spread over an area of 12 acres. The park is situated near to the Punganoor Lake.The park is the best destination for all ages of people and provide a feeling of relaxation and stunning environment. It consists of diversifi...",https://www.holidify.com/places/yelagiri/nature-park-sightseeing-8043.html
985,"Yelagiri, Tamil Nadu - The Call of the Hills", 4. Punganur Lake,The Punganoor Lake is one of the most popular artificial lakes in Tamil nadu. The man made lake covers nearly 60 sq. meters of land. There is also a fountain in the middle and boating facilities are available.,https://www.holidify.com/places/yelagiri/punganur-lake-sightseeing-6187.html
986,"Yelagiri, Tamil Nadu - The Call of the Hills", 5. Swami Malai Hills,"Yelagiri's most popular hill and one of the most breath taking as well, the Swami Malai Hill is the highest point of the hill station. A 3 km trek from the Punganoor lake will take you to the hill top.",https://www.holidify.com/places/yelagiri/swami-malai-hills-sightseeing-6189.html
987,"Yelagiri, Tamil Nadu - The Call of the Hills", 6. Velavan Temple,"Velavan Temple is dedicated to worshipping Lord Murugan. The temple has a fantastic view of the surrounding hills and it houses a rare Gadothgajan, the son of Bheema, at its entrance.",https://www.holidify.com/places/yelagiri/velavan-temple-sightseeing-6191.html
